seed,eff_with,eff_without,eff_delta,defect_with,defect_without,defect_delta,velocity_delta,completion_delta,ai_benefit,trust_calibration
42,78.48750000000001,78.31875,0.16875000000001705,15.625,16.458750000000002,-0.833750000000002,0.0,-2.083750000000009,43.489999999999995,98.60875
43,75.66,74.80874999999999,0.8512500000000074,17.708750000000002,24.79125,-7.0825,1.875,0.625,41.39375,93.8825
44,71.645,69.50874999999999,2.136250000000004,12.5,31.041249999999998,-18.541249999999998,0.5,-5.625,42.9275,97.51875
45,72.92875000000001,70.3125,2.616250000000008,10.41625,12.91625,-2.5,3.375,3.958750000000009,42.0175,95.12125
46,66.50875,70.695,-4.186249999999987,7.29125,23.75,-16.458750000000002,-5.375,-15.207499999999996,40.43375,93.24375
47,74.5375,72.05499999999999,2.4825000000000017,7.29125,6.25,1.0412499999999998,1.125,5.625,44.786249999999995,99.74249999999999
48,75.48125,75.23625,0.24500000000000455,18.333750000000002,23.75,-5.416249999999998,1.125,-2.292500000000004,38.0975,87.715
49,78.93375,74.565,4.368750000000006,19.375,20.0,-0.625,3.25,10.207499999999982,38.67125,89.03
50,72.86875,72.10499999999999,0.7637500000000159,12.5,29.37375,-16.87375,-4.0,-4.791250000000005,42.3825,95.86875
51,78.75999999999999,74.49125,4.268749999999997,14.375,19.791249999999998,-5.416249999999998,5.5,6.7549999999999955,41.8275,94.47
52,75.9875,71.71375,4.273749999999993,19.791249999999998,24.166249999999998,-4.375,2.5,9.375,44.317499999999995,99.7025
53,79.13375,78.96,0.1737500000000125,8.125,16.875,-8.75,-1.375,-1.6675000000000182,40.49875,91.915
54,74.535,72.86125,1.6737499999999983,18.75,22.7075,-3.9574999999999996,2.125,2.708750000000009,42.80375,97.15375
55,73.31625,71.69375,1.6225000000000023,6.66625,24.375,-17.708750000000002,-1.25,-3.958750000000009,41.24875,94.7325
56,76.70875000000001,77.06625,-0.3574999999999875,20.625,14.375,6.25,-0.125,1.248749999999987,39.728750000000005,89.89375000000001
57,70.82499999999999,69.87375,0.9512499999999875,26.041249999999998,21.875,4.166249999999998,2.25,1.4574999999999818,43.068749999999994,95.89999999999999
58,75.61625000000001,76.14125,-0.5249999999999915,22.916249999999998,19.791249999999998,3.125,-0.375,-2.708750000000009,42.48875,96.66125
59,75.185,71.31125,3.873750000000001,18.125,32.5,-14.375,2.375,3.125,43.3125,96.22999999999999
60,75.775,72.32375,3.4512500000000017,18.125,24.166249999999998,-6.041249999999998,1.375,4.582499999999996,41.7075,94.53125
61,75.56125,71.24125000000001,4.319999999999993,15.0,18.75,-3.75,3.0,8.333750000000009,41.6,93.125
62,73.66749999999999,74.02000000000001,-0.35250000000002046,33.125,24.375,8.75,0.0,2.082499999999982,44.01875,99.50625
63,71.38625,68.75,2.636250000000004,17.0825,14.5825,2.5,1.875,4.791249999999991,40.8575,91.5075
64,77.075,71.265,5.810000000000002,14.375,18.75,-4.375,5.375,11.25,41.82625,94.4825
65,73.555,71.605,1.9500000000000028,19.583750000000002,20.8325,-1.2487499999999976,1.875,3.748749999999987,41.97,93.925
66,77.09375,71.66,5.433750000000003,16.041249999999998,20.833750000000002,-4.792500000000004,2.875,8.75,40.77875,92.25
67,66.46375,72.6275,-6.163749999999993,6.25,13.3325,-7.0825,-7.75,-15.0,42.94375,97.11874999999999
68,78.08,76.08125000000001,1.998749999999987,8.75,17.5,-8.75,2.25,1.875,43.7625,99.41125
69,78.0325,75.61375000000001,2.4187499999999886,13.75,18.75,-5.0,-0.125,2.5,42.133750000000006,95.44624999999999
70,75.565,74.14875,1.416249999999991,14.375,6.25,8.125,0.5,5.0,42.71375,95.7025
71,72.72125,70.80624999999999,1.9150000000000063,10.8325,16.666249999999998,-5.833749999999998,1.25,3.958750000000009,42.28875,95.36
72,77.9325,66.93625,10.996250000000003,15.41625,16.666249999999998,-1.2499999999999982,10.625,23.125,43.616249999999994,96.56625
73,77.65875,71.94624999999999,5.712500000000006,11.45875,11.4575,0.0012500000000006395,5.125,12.708750000000009,42.98625,95.52625
