seed,eff_with,eff_without,eff_delta,defect_with,defect_without,defect_delta,velocity_delta,completion_delta,carry_over_delta,dq_delta,ci_delta,viability_delta,sustainability_delta,ai_benefit_score,trust_calibration_with,trust_calibration_without
42,73.10833333333333,73.69000000000001,-0.5816666666666777,21.874166666666667,15.13833333333333,6.735833333333337,1.0,-0.7341666666666669,-1.4100000000000001,8.146666666666661,1.3099999999999952,1.494166666666672,-0.6666666666666856,38.5625,90.22583333333334,87.24
43,68.17333333333333,71.53416666666668,-3.360833333333346,25.138333333333332,22.0825,3.0558333333333323,-1.2499999999999964,-9.445833333333333,4.659999999999997,9.01166666666667,1.371666666666684,1.2175000000000011,-1.717499999999987,40.82750000000001,94.2375,92.48
44,73.72583333333333,73.35000000000001,0.37583333333331836,29.305000000000003,24.24666666666667,5.058333333333334,0.3333333333333286,3.203333333333333,-0.8999999999999986,9.10666666666667,1.6683333333333294,1.525833333333324,-0.7016666666666538,39.94416666666667,94.0075,92.18000000000002
45,77.15833333333333,74.295,2.8633333333333297,19.0275,20.0,-0.9725000000000001,2.1666666666666714,4.324999999999989,-5.84,9.235833333333346,2.177500000000016,2.1716666666666526,0.6925000000000097,40.73500000000001,92.7925,90.59000000000002
46,73.9225,74.03333333333335,-0.11083333333334622,10.416666666666666,16.666666666666668,-6.250000000000002,0.0,-4.047500000000014,1.0199999999999996,9.243333333333311,1.6558333333333408,1.4550000000000125,-1.8783333333333445,41.37083333333333,96.40833333333332,95.30999999999999
47,73.04416666666665,70.89,2.1541666666666544,18.75,26.885833333333334,-8.135833333333334,2.0833333333333357,-0.03833333333332689,-3.5400000000000027,9.12833333333333,1.9350000000000165,1.886666666666656,-0.7133333333333098,41.62833333333333,94.49666666666667,92.81999999999998
48,76.7275,69.57166666666667,7.155833333333334,8.195,27.083333333333332,-18.888333333333332,5.0,7.577500000000001,-9.560000000000002,10.160000000000025,3.0358333333333505,2.8916666666666657,0.8849999999999767,41.156666666666666,95.64666666666666,94.31999999999998
49,77.49499999999999,76.95166666666665,0.5433333333333366,17.58,20.554999999999996,-2.974999999999998,0.0,0.9125000000000085,0.370000000000001,9.74166666666666,1.7508333333333255,1.4000000000000057,-1.6533333333333218,42.69083333333334,98.45666666666666,97.99
50,76.13166666666666,77.13166666666666,-1.0,23.77,17.2225,6.547499999999999,-1.0,-0.61666666666666,2.259999999999998,8.571666666666658,1.8091666666666555,2.0150000000000006,-0.15500000000000114,38.232499999999995,88.0725,84.43000000000002
51,76.04833333333333,77.5575,-1.5091666666666725,13.333333333333334,14.583333333333334,-1.25,-4.583333333333329,-3.730000000000004,5.780000000000001,8.087500000000006,1.6075000000000088,1.9466666666666583,-0.18833333333331836,37.966666666666676,86.89833333333333,82.89999999999999
